ACE The Place CC
Admiralty Zone 5 Residents' Network (RN)I
Aljunied CC
Anchorvale CC
Ang Mo Kio CC
Ayer Rajah CC
Bedok Community Centre
Bishan CC
Boon Lay CC
Braddell Heights CC
Bukit Batok CC
Bukit Batok East CC
Bukit Merah CC
Bukit Panjang CC
Bukit Timah CC
Buona Vista CC
Cairnhill CC
Canberra CC
Changi Simei CC
Cheng San CC
Chong Pang CC
Chua Chu Kang CC
Ci Yuan CC
Clementi CC
Communal Hall next to Blk 437, MSCP
Dover CC
Eunos CC
Fengshan CC
Fuchun CC
Gek Poh Ville CC
Geylang Serai CC
Geylang West CC
Henderson CC
Hillview CC
Hong Kah North CC
Hougang CC
Hwi Yoh CC
Jalan Besar CC
Joo Chiat CC
Jurong Green CC
Jurong Spring CC
Kaki Bukit CC
Kallang CC
Kampong Chai Chee CC
Kampong Glam CC
Kampong Kembangan CC
Kampong Ubi CC
Katong CC
Keat Hong CC
Kebun Baru CC
Kim Seng CC
Kolam Ayer CC
Kreta Ayer CC
Leng Kee CC
MacPherson CC
Marine Parade CC
Marsiling CC
Marymount CC
Mountbatten CC
Nanyang CC
Nee Soon Central CC
Nee Soon East CC
Nee Soon South CC
Pasir Ris East CC
Pasir Ris Elias CC
Paya Lebar Kovan CC
Pek Kio CC
Potong Pasir CC
Punggol 21 CC
Punggol CC
Punggol Vista Community Centre
Punggol West CC
Queenstown CC
Radin Mas CC
Rivervale CC
Sembawang CC
